external_sku_id,item_id,product_title,operator,category,rights_type,fulfillment_type,list_price,sales_proxy_min,rank,query,snapshot_at,source_url,capture_count,data_quality_score,data_quality_grade,maintenance_priority,maintenance_status,maintenance_action,identity_review_required,missing_identifier,missing_title,missing_url,missing_price,operator_unassigned,rights_unverified,fulfillment_unknown,duplicate_capture,price_outlier,data_source,is_simulated
TB-1056791162275,1056791162275,正版卡游×明日方舟流光绘礼收藏卡第1弹荧光徐梦动漫周边卡牌 入选IP收藏卡牌店铺 榜 徐梦 在售 卡游 ¥ 139 优惠后 100+人收货 广东 深圳 24小时内发 退货宝 包邮 蓝天动漫卡牌玩具,nan,其他正版周边,官方/授权,现货/在售,139.0,100.0,23,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=1056791162275,1,92.0,A,P1-待核验,待处理,复核规格、套装与价格单位,False,False,False,False,False,False,False,False,False,True,taobao_public_search_snapshot,False
TB-991110969935,991110969935,0826尾款 明日方舟 日服6周年fes 整合运动组合立牌 再贩周边补款 官方正版 阿米娅 布 ¥ 123 96人收货 广东 东莞 包邮 梦谷小屋,nan,亚克力制品,官方/授权,预售/补款,123.0,96.0,26,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=991110969935,1,92.0,A,P1-待核验,待处理,复核规格、套装与价格单位,False,False,False,False,False,False,False,False,False,True,taobao_public_search_snapshot,False
TB-989772699900,989772699900,0905尾款 明日方舟 日服6周年fes 脸颊贴贴磁吸团子挂件 周边补款 官方正版 圣约能天使 布 ¥ 104 100+人收货 广东 东莞 包邮 梦谷小屋,新约能天使,毛绒玩偶,官方/授权,预售/补款,104.0,100.0,18,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=989772699900,2,96.0,A,P1-待核验,待处理,主档归并跨查询重复观测，保留原始快照,False,False,False,False,False,False,False,False,True,False,taobao_public_search_snapshot,False
TB-1034076539031,1034076539031,万代明日方舟Pajamars Mofu睡衣玩偶服系列盲盒潮玩周边摆件礼物 端盒 现货 联名系列 ¥ 48 .9 优惠后 86人收货 广东 广州 48小时内发 包邮 奇趣潮玩盲盒铺,nan,毛绒玩偶,官方/授权,现货/在售,48.9,86.0,34,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=1034076539031,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-1064807929821,1064807929821,（现货）正版场贩明日方舟2026音律联觉-昔时我见通行证正版周边 明日方舟 现货 明日方舟通行证 ¥ 15 100+人收货 浙江 金华 48小时内发 洋芋谷子小屋,nan,通行证,官方/授权,现货/在售,15.0,100.0,14,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=1064807929821,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-989763195959,989763195959,0826尾款 明日方舟 日服6周年fes 放松片刻 徽章立牌 周边补款 官方正版 阿米娅 亚克力 ¥ 106 100+人收货 广东 东莞 梦谷小屋,nan,吧唧（徽章）,官方/授权,预售/补款,106.0,100.0,21,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=989763195959,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-990330470001,990330470001,0826尾款 明日方舟 日服6周年fes 芭蕾核心 徽章立牌 周边补款 官方正版 阿米娅 亚克力 ¥ 106 100+人收货 广东 东莞 包邮 梦谷小屋,nan,吧唧（徽章）,官方/授权,预售/补款,106.0,100.0,20,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=990330470001,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-990339882996,990339882996,0906尾款 明日方舟 日服6周年fes Q版警示看板夹vol4弹 周边补款 官方正版 阿米娅 亚克力 ¥ 44 46人收货 广东 东莞 梦谷小屋,新约能天使,亚克力制品,官方/授权,预售/补款,44.0,46.0,2,明日方舟 新约能天使 周边,2026-09-02 03:46:26+00:00,https://item.taobao.com/item.htm?id=990339882996,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-991098521939,991098521939,0826尾款 明日方舟 日服6周年fes 值日担当 徽章立牌 周边补款 官方正版 阿米娅 亚克力 ¥ 106 100+人收货 广东 东莞 包邮 梦谷小屋,nan,吧唧（徽章）,官方/授权,预售/补款,106.0,100.0,5,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=991098521939,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-991101209717,991101209717,0826尾款 明日方舟 日服6周年fes SP名扎ID卡亚克力徽章 周边补款 官方正版 阿米娅 亚克力 ¥ 212 100+人收货 广东 东莞 包邮 梦谷小屋,nan,吧唧（徽章）,官方/授权,预售/补款,212.0,100.0,11,明日方舟 周边,2026-09-02 03:55:00+00:00,https://item.taobao.com/item.htm?id=991101209717,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
TB-991793004291,991793004291,0826尾款 明日方舟 日服6周年fes 卡片风 亚克力挂件 周边补款 官方正版 阿米娅 亚克力 ¥ 78 28人收货 广东 东莞 梦谷小屋,新约能天使,亚克力制品,官方/授权,预售/补款,78.0,28.0,3,明日方舟 新约能天使 周边,2026-09-02 03:46:26+00:00,https://item.taobao.com/item.htm?id=991793004291,1,100.0,A,P2-可入库,已校验,公开商品信息可用,False,False,False,False,False,False,False,False,False,False,taobao_public_search_snapshot,False
