bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,age_days,content_type,explicit_operator,publication_year,views_per_day,weighted_interactions,weighted_engagement_rate,intent_rate,discussion_rate,archive_reach_score,archive_momentum_score,archive_engagement_score,archive_content_score,operator,association_type,association_weight,days_from_anchor,window_before_days,window_after_days
BV1eHoSB6ERw,《明日方舟》主题曲「相变临界」活动先导PV,"《明日方舟》主题曲「相变临界」活动先导PV

所幸......这并不是另一个梦。

————————————

详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-04-25T11:35:00+00:00,1923067,109983,27676,25157,8067,6367,8844,https://www.bilibili.com/video/BV1eHoSB6ERw,official_public_aggregate,exact_api,2026-09-02T18:57:38.341448+08:00,132.321637763206,event_pv,,2026,14533.276888859195,253822.5,0.13198838106004626,0.04474987090933389,0.007909760814365802,60.4735883424408,94.35336976320583,16.39344262295082,57.41347905282332,凯尔希·思衡托,campaign_window,0.8714,-3.6007,14,14
BV1eRuyzdEER,《明日方舟》×《太鼓之达人》合作宣传PV,"【明日方舟×太鼓之达人】限时联动即将开启

一、【明日方舟×太鼓之达人】，新装限时上架
二、【明日方舟×太鼓之达人】，组合包限时上架

更多活动内容请持续关注《明日方舟》游戏内公告及官方公告。",161775300,明日方舟,2025-07-15T03:00:37+00:00,1564378,111550,12433,11021,47799,9790,15091,https://www.bilibili.com/video/BV1eRuyzdEER,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,416.6788484113542,other_pv,,2025,3754.397435733558,324085.5,0.2071657233737626,0.052592148444941055,0.015904723794377063,47.17668488160292,78.32422586520947,74.13479052823315,64.60837887067396,司霆惊蛰,campaign_window,0.6072,10.9979,14,14
BV13VMozJEE7,《明日方舟》集成战略「岁的界园志异」宣传PV · 玩法介绍,"《明日方舟》集成战略「岁的界园志异」宣传PV · 玩法介绍

奇岩，异草，景中藏境，旧物新缘。
洞穿异象，镇压祸乱，或许能看见......失落已久的真相。

_____________
全新集成战略主题「岁的界园志异」，即将开启

主题开启时间：2025年07月15日 16:00
主题站链接：https://b23.tv/yY2U11b

更多「岁的界园志异」集成战略主题内容，请持续关注《明日方舟》自媒体账号及「岁的界园志异」集成战略主题站。",161775300,明日方舟,2025-07-13T03:00:00+00:00,2615775,128937,40867,19238,49131,14112,37318,https://www.bilibili.com/video/BV13VMozJEE7,official_public_aggregate,exact_api,2026-09-02T18:57:18.138957+08:00,418.6792766520949,gameplay_system,,2025,6247.682046545619,436367.0,0.16682130534927508,0.04911508061664325,0.019661477000124244,78.14207650273224,87.97814207650273,38.61566484517304,69.23497267759564,司霆惊蛰,campaign_window,0.6787,8.9974,14,14
BV1EPGJzvEVM,《明日方舟》EP - 惊蛰时,"7 月 8 日 惊蛰时 正式上架各音乐平台

【专辑介绍】
春雷乍起，唤万物生。
恶兽惶惶，仓庚载鸣。
山岚开晓，风日新晴。
青天昭昭，砚笔除佞。

【歌曲列表】
惊蛰时",161775300,明日方舟,2025-07-08T02:59:24+00:00,1567548,95826,34768,35300,13407,9526,11197,https://www.bilibili.com/video/BV1EPGJzvEVM,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,423.67969331876157,music_ep,,2025,3699.842179645444,296070.5,0.1888749180248388,0.07577120445434526,0.013220009849778124,47.72313296903461,77.95992714025502,56.830601092896174,59.52641165755921,司霆惊蛰,campaign_window,0.8573,3.997,14,14
BV12L3jziE79,《明日方舟》干员「司霆惊蛰」技能展示PV,"《明日方舟》干员「司霆惊蛰」技能展示PV
“剑有缺口，雷有喑时，律法、雷法、剑法，说到底都是惩奸除恶的工具。”

————————————
《明日方舟》故事集「镜中集」即将开放
更多活动详情内容详见官方自媒体账号。",161775300,明日方舟,2025-07-04T03:03:42+00:00,1868275,98043,11895,7434,44893,17147,21303,https://www.bilibili.com/video/BV12L3jziE79,official_public_aggregate,exact_api,2026-09-02T18:53:00.696764+08:00,427.6767072076505,operator_pv,司霆惊蛰,2025,4368.42822747626,307752.0,0.1647252144357763,0.03835409669347393,0.020580481995423585,59.01639344262295,80.32786885245902,36.97632058287796,58.797814207650276,司霆惊蛰,direct_operator,1.0,0.0,14,14
BV1uC3WzhEFL,《明日方舟》全新故事「镜中集」活动宣传PV,"故事集「镜中集」即将开启

“无论是人是物，活得至情至性，便不枉来这世间一遭了。”

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2025-07-02T02:58:33+00:00,2831742,111946,27412,13002,47411,24240,34627,https://www.bilibili.com/video/BV1uC3WzhEFL,official_public_aggregate,exact_api,2026-09-02T18:57:54.799963+08:00,429.68028359653937,event_pv,,2025,6590.346609105633,388680.5,0.1372584437424031,0.03560599800405546,0.020788263902573045,82.5136612021858,88.52459016393442,20.036429872495447,65.57377049180329,司霆惊蛰,campaign_window,0.9284,-2.0036,14,14
BV138KXzNEww,《明日方舟》EP - Mare Natus,"6月26日 Mare Natus 正式上架各音乐平台

【专辑介绍】
塞壬唱片-MSR音乐系列《人物》，四期发布。
海潮低语，我们随暗流归一。

【歌曲列表】
Mare Natus
Mare Natus (Instrumental)",161775300,明日方舟,2025-06-26T02:59:39+00:00,1165121,83887,17377,19840,13347,5595,6931,https://www.bilibili.com/video/BV138KXzNEww,official_public_aggregate,exact_api,2026-09-02T18:56:35.939831+08:00,435.67951970765046,music_ep,,2025,2674.2615782853854,210220.0,0.18042761223941547,0.06042634198508138,0.010750814722247733,30.965391621129324,69.76320582877959,50.09107468123861,48.342440801457194,司霆惊蛰,campaign_window,0.7142,-8.0028,14,14
BV1TmKwzDEEV,《明日方舟》主线动画剧情回顾PV,"这场战斗还远没有结束。
主线动画《明日方舟：焰烬曙明》将于2025年7月4日22:30正式上线！",161775300,明日方舟,2025-06-20T09:09:16+00:00,820525,61584,9559,10287,4873,3602,481,https://www.bilibili.com/video/BV1TmKwzDEEV,official_public_aggregate,exact_api,2026-09-02T18:57:46.935424+08:00,441.42284146690974,animation_brand,,2025,1858.81862676902,121538.5,0.1481228481764724,0.04266292922214436,0.004976082386277079,17.48633879781421,56.102003642987256,25.136612021857925,31.36612021857924,司霆惊蛰,campaign_window,0.5091,-13.7461,14,14
BV1Wy4y1c7Ps,《明日方舟》EP - Lessing,"11月4日 Lessing 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/953989

【专辑介绍】
It's creeping under the darkest shadows
It's shining in the blinding lights
Where do we find the absolution?

【歌曲列表】
Lessing",161775300,明日方舟,2023-11-04T03:00:00+00:00,596747,49730,11469,13929,2528,2065,664,https://www.bilibili.com/video/BV1Wy4y1c7Ps,official_public_aggregate,exact_api,2026-09-02T18:57:29.059707+08:00,1035.6792766520948,music_ep,,2023,576.1889934971241,111539.5,0.18691254417701303,0.07013860145086612,0.004573127305206394,8.19672131147541,9.836065573770492,55.19125683060109,22.78688524590164,塑心,campaign_window,0.75,7.0,14,14
BV1iG411X7h4,《明日方舟》EP - Illuminate,"11月3日 Illuminate 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/461152

【专辑介绍】
Musik ist die leitende Flamme der Nächte Leithaniens.
Möge sie dir Frieden und Ruhe bringen.

【歌曲列表】
Illuminate",161775300,明日方舟,2023-11-03T03:00:00+00:00,826136,70481,25327,23220,4366,2187,1690,https://www.bilibili.com/video/BV1iG411X7h4,official_public_aggregate,exact_api,2026-09-02T18:57:29.059707+08:00,1036.6792766520948,music_ep,,2023,796.9060620831217,184798.5,0.22369016723638724,0.09215552887175961,0.004692931914357926,17.66848816029144,19.12568306010929,81.23861566484517,37.17668488160291,塑心,campaign_window,0.7857,6.0,14,14
BV1Yu4y1h7a4,《明日方舟》EP - Revealing,"11月1日 Revealing 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306813

【专辑介绍】
凡过往皆被铭记，凡沉浮皆可听闻。

【歌曲列表】
Intro: Resonance
Revealing",161775300,明日方舟,2023-11-01T02:54:00+00:00,1662237,97296,46098,40866,10723,5397,7266,https://www.bilibili.com/video/BV1Yu4y1h7a4,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,1038.6834433187614,music_ep,,2023,1600.3306981469582,315121.5,0.18957675710503377,0.08335333649774371,0.00761804724597034,52.09471766848816,49.90892531876138,58.28779599271403,53.296903460837896,塑心,campaign_window,0.8573,3.9958,14,14
BV13Q4y1H7N2,《明日方舟》2023「感谢庆典」前瞻特别节目（附字幕）,再次感谢大家的支持，关于《明日方舟》2023「感谢庆典」更多活动详情详见官网、游戏内公告及官方自媒体账号。,161775300,明日方舟,2023-10-28T10:55:00+00:00,561509,48785,8690,5327,1393,1883,4348,https://www.bilibili.com/video/BV13Q4y1H7N2,official_public_aggregate,exact_api,2026-09-02T18:57:43.803277+08:00,1042.3494155409837,other_official,,2023,538.6955579656313,85996.5,0.15315248731543038,0.03693084171402417,0.011096883576220505,6.193078324225866,8.014571948998178,27.86885245901639,13.242258652094716,塑心,campaign_window,0.9882,0.3299,14,14
BV1Fy4y1A77o,《明日方舟》2023「感谢庆典」声优祝福,"-特别感谢-

（以下排名不分先后）

刘雪 张福正 赵岭 阮从青
洪海天 下地紫野 花守由美里
内田真礼 恒松步 近藤隆

来自各位老师们为本次《明日方舟》2023「感谢庆典」送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2023-10-28T10:45:00+00:00,259524,32431,4229,3399,612,625,1260,https://www.bilibili.com/video/BV1Fy4y1A77o,official_public_aggregate,exact_api,2026-09-02T18:57:46.174104+08:00,1042.356359985428,other_official,,2023,248.97819014950713,51090.5,0.19686233257810454,0.04484749002019081,0.007263297421433085,0.36429872495446264,1.092896174863388,65.57377049180327,20.145719489981783,塑心,campaign_window,0.9885,0.3229,14,14
BV1We41197Tc,《明日方舟》限定干员「塑心」前瞻PV,"《明日方舟》限定干员「塑心」前瞻PV

在终点到来之前，
请让我为您奏响我自己",161775300,明日方舟,2023-10-28T03:00:00+00:00,1212854,95101,27469,16072,12186,3935,8640,https://www.bilibili.com/video/BV1We41197Tc,official_public_aggregate,exact_api,2026-09-02T18:55:33.227909+08:00,1042.6792766520948,operator_pv,塑心,2023,1163.2090779576188,228963.5,0.1887807600914867,0.059198386615371676,0.010368106960936766,33.33333333333333,34.790528233151186,56.64845173041895,40.76502732240437,塑心,direct_operator,1.0,0.0,14,14
BV1Zw411B7K2,《明日方舟》特别映像 [萨尔贡：万王之王],"欢迎你们，追寻传说而来的客人
今天的主角，是被尊为“沙阿”的过去与未来之王——
路加萨尔古斯",161775300,明日方舟,2023-10-24T03:00:00+00:00,882072,62662,9490,9045,4369,2691,975,https://www.bilibili.com/video/BV1Zw411B7K2,official_public_aggregate,exact_api,2026-09-02T18:55:36.366049+08:00,1046.6792766520948,animation_brand,,2023,842.7337959927828,117363.0,0.13305376431855903,0.03622039924178525,0.0041561233096617965,19.672131147540984,21.493624772313296,17.122040072859747,19.453551912568308,塑心,campaign_window,0.8571,-4.0,14,14
BV1oQ4y1p7oi,《明日方舟》特别映像 [谢拉格：驶向未来],"在遥远的高山上，有一个国家
它的名字叫谢拉格",161775300,明日方舟,2023-10-24T02:09:56+00:00,528341,53767,9707,7878,3542,1745,1280,https://www.bilibili.com/video/BV1oQ4y1p7oi,official_public_aggregate,exact_api,2026-09-02T18:57:47.698188+08:00,1046.7140451706134,animation_brand,,2023,504.7615463246038,102820.5,0.19461010975865967,0.05489825699690162,0.005725468967958194,5.100182149362477,6.739526411657559,63.387978142076506,23.07832422586521,塑心,campaign_window,0.8559,-4.0348,14,14
BV1tw411z7GA,《明日方舟》特别映像 [莱塔尼亚：源石技艺A1.1],"你们都拿到教学大纲了，很好。
以防你们还没发现，
这节课教的是源石技艺，
我们会从莱塔尼亚的主要流派讲起。",161775300,明日方舟,2023-10-23T03:00:00+00:00,564395,54870,9645,10505,5002,2438,963,https://www.bilibili.com/video/BV1tw411z7GA,official_public_aggregate,exact_api,2026-09-02T18:57:47.698188+08:00,1047.6792766520948,animation_brand,,2023,538.7097106698044,114314.5,0.20254343146200798,0.0631773846331027,0.006025921562026595,6.557377049180328,8.19672131147541,69.39890710382514,25.901639344262296,塑心,campaign_window,0.8214,-5.0,14,14
BV1LM411R7qd,明日方舟2023感谢庆典印象曲 - Ashen by MY FIRST STORY,塞壬唱片-MSR携手MY FIRST STORY，打造明日方舟2023感谢庆典印象曲 <Ashen>,161775300,明日方舟,2023-10-23T02:00:00+00:00,985482,89999,37345,32927,6607,1907,1047,https://www.bilibili.com/video/BV1LM411R7qd,official_public_aggregate,exact_api,2026-09-02T18:57:29.829616+08:00,1047.7209433187616,other_official,,2023,940.5958774465141,253748.0,0.25748618442548926,0.11142364852934909,0.0029975179658278893,24.043715846994534,25.683060109289617,91.98542805100182,44.91803278688525,塑心,campaign_window,0.8199,-5.0417,14,14
BV1rG411y7W3,追溯泰拉 RETRACED TERRA,追溯泰拉 RETRACED TERRA,161775300,明日方舟,2023-10-22T13:05:00+00:00,703620,57273,13699,14767,3975,1898,1467,https://www.bilibili.com/video/BV1rG411y7W3,official_public_aggregate,exact_api,2026-09-02T18:57:47.698188+08:00,1048.259137763206,other_official,,2023,671.2271561986065,129710.5,0.18434737500355305,0.06709303317131406,0.004782410960461613,12.386156648451731,13.296903460837886,52.64116575591985,24.735883424408016,塑心,campaign_window,0.8007,-5.5799,14,14
BV1bw411X7jx,《游城拓荒：铸基者》官方桌游宣传PV,"明日方舟拓荒主题桌游《游城拓荒：铸基者》即将发售！
官方网站：https://ak.hypergryph.com/boardgame_nomadcity

是时候启航了，企业家们。",161775300,明日方舟,2023-10-22T13:00:00+00:00,906746,69869,9410,9713,21215,3093,799,https://www.bilibili.com/video/BV1bw411X7jx,official_public_aggregate,exact_api,2026-09-02T18:54:20.389556+08:00,1048.262609985428,other_pv,,2023,864.9988956608923,176799.0,0.19498183614816056,0.05519847895662071,0.004292271485068586,20.40072859744991,22.586520947176687,64.11657559198542,34.17122040072859,塑心,campaign_window,0.8006,-5.5833,14,14
BV12e411R78z,主线动画《明日方舟：冬隐归路》播出中PV,"【播出中PV公开】
那么拜托您了，博士。
主线动画《明日方舟：冬隐归路》每周六00:23热播中
更多情报公开请持续关注官方自媒体账号和主题官网

主题官网链接：https://ak.hypergryph.com/anime/",161775300,明日方舟,2023-10-22T12:55:00+00:00,139267,22635,3532,2029,243,294,73,https://www.bilibili.com/video/BV12e411R78z,official_public_aggregate,exact_api,2026-09-02T18:57:39.895344+08:00,1048.2660822076505,animation_brand,,2023,132.8546276215514,34963.5,0.2510537313218494,0.056244480027572936,0.0026352258611156984,0.18214936247723132,0.36429872495446264,90.7103825136612,27.395264116575593,塑心,campaign_window,0.8005,-5.5868,14,14
BV1QB4y1o7YD,《小刻的画图写话》播出预告,《明日方舟》衍生迷你剧《小刻的画图写话》即将上线，后续信息请关注官方账号@明日方舟,161775300,明日方舟,2023-10-22T12:50:00+00:00,342747,41336,5614,3823,2246,648,260,https://www.bilibili.com/video/BV1QB4y1o7YD,official_public_aggregate,exact_api,2026-09-02T18:34:31.547095+08:00,1048.2695544298726,other_official,,2023,326.96456608091745,68050.0,0.19854294858890084,0.045240366801168205,0.0026491843838166345,1.2750455373406193,2.914389799635701,66.3023679417122,21.275045537340617,塑心,campaign_window,0.8003,-5.5903,14,14
BV1ow41167CS,《明日方舟》2023「感谢庆典」活动宣传PV,"--重铸未来 方舟启航--
《明日方舟》2023「感谢庆典」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

2023「感谢庆典」限时活动即将开启
金律乐章如期奏响，赞美崔林特尔梅之金，歌颂帝国永恒光荣。

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-10-22T11:50:00+00:00,2798974,94456,44819,21437,19716,9873,14783,https://www.bilibili.com/video/BV1ow41167CS,official_public_aggregate,exact_api,2026-09-02T18:57:54.799963+08:00,1048.3112210965394,event_pv,,2023,2669.9838212856844,308317.0,0.11015357770383005,0.038374418626253765,0.008808942133796169,82.33151183970855,69.58105646630237,6.0109289617486334,55.61020036429873,塑心,campaign_window,0.7989,-5.6319,14,14
BV1U84y1d7Yf,《明日方舟》SideStory「崔林特尔梅之金」活动先导PV,人的心灵脆弱而易逝，再强烈的情感，再宏大的愿望，都不可避免地会走向各自的终点。,161775300,明日方舟,2023-10-22T11:45:00+00:00,1409836,88063,33475,22986,18499,4678,4765,https://www.bilibili.com/video/BV1U84y1d7Yf,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,1048.3146933187616,event_pv,,2023,1344.859524516185,265881.5,0.18859037505071513,0.06947332881271297,0.006697942171997311,41.53005464480874,42.62295081967213,56.466302367941715,46.33879781420765,塑心,campaign_window,0.7987,-5.6354,14,14
BV1Jw411F7ew,《明日方舟》EP - Best Moments of...,"10月20日 Best Moments of... 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306814   

【专辑介绍】
塞壬唱片-MSR全新音乐系列《未竟之旅》，第三期接踵而至，轻缓呢喃，共筑回忆。

【歌曲列表】
Best Moments of...",161775300,明日方舟,2023-10-20T03:00:00+00:00,1099359,92652,26701,25705,8818,3676,1782,https://www.bilibili.com/video/BV1Jw411F7ew,official_public_aggregate,exact_api,2026-09-02T18:57:40.658319+08:00,1050.6792766520948,music_ep,,2023,1046.3316679310733,230323.0,0.2095066306820611,0.07907244130443286,0.004964711254467376,29.143897996357016,29.508196721311474,75.591985428051,43.18761384335155,塑心,campaign_window,0.7143,-8.0,14,14
BV1mS25BMEvj,《明日方舟》EP - Just Another Inch Higher,"12月5日 Just Another Inch Higher 正式上架各音乐平台

【专辑介绍】
离群的孩子鲜少歌唱，她带着浑浊的梦流浪在异乡。
狂想从半空坠落，双手栽下的新叶，却仍向更高处生长。

【歌曲列表】
Just Another Inch Higher
Just Another Inch Higher (Instrumental)",161775300,明日方舟,2025-12-05T02:58:55+00:00,524603,41948,11531,12117,3439,4819,967,https://www.bilibili.com/video/BV1mS25BMEvj,official_public_aggregate,exact_api,2026-09-02T18:55:06.385752+08:00,273.68002896690973,music_ep,,2025,1916.847940934079,107273.0,0.2044841527783867,0.07473079643082484,0.011029292626996033,4.735883424408015,57.377049180327866,71.40255009107467,40.52823315118397,娜斯提,campaign_window,0.9286,1.9999,14,14
BV1BPSaBCEjF,《明日方舟》干员「娜斯提」技能展示PV,"《明日方舟》干员「娜斯提」技能展示PV

————————————
SideStory「未许之地」限时活动即将开启
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-12-03T02:59:00+00:00,1245262,63429,7483,5303,27913,12085,7757,https://www.bilibili.com/video/BV1BPSaBCEjF,official_public_aggregate,exact_api,2026-09-02T18:57:09.557348+08:00,275.67997109653936,operator_pv,娜斯提,2025,4517.05648055196,194746.0,0.1563895790604708,0.03694162352982746,0.015933996219269518,35.33697632058288,81.78506375227687,30.783242258652095,47.90528233151184,娜斯提,direct_operator,1.0,0.0,14,14
BV1TGSAB1EZD,《明日方舟》SideStory「未许之地」活动宣传pv,"《明日方舟》SideStory「未许之地」活动即将开启

“天空从来都是空空荡荡。
“在天空上填满东西的，是我们自己。”

————————————
更多活动详情内容详见游戏内公告。",161775300,明日方舟,2025-11-30T03:00:00+00:00,2303063,99718,21061,12203,38205,14668,11048,https://www.bilibili.com/video/BV1TGSAB1EZD,official_public_aggregate,exact_api,2026-09-02T18:57:30.589921+08:00,278.6792766520949,event_pv,,2025,8264.20617875781,308387.0,0.1339029805090004,0.0363307473568895,0.011165999366930041,71.58469945355192,89.61748633879782,17.66848816029144,60.81967213114754,娜斯提,campaign_window,0.8929,-2.9993,14,14
BV19WUnBTEBo,《明日方舟》EP - Secret Escape,"11月22日 Secret Escape 正式上架各音乐平台

【专辑介绍】
一片炉火，几盏烛光；三两好友，七八佳肴。
暮色四合，冬日萧瑟，此间归所为你点亮一隅暖色。

【歌曲列表】
Secret Escape
Secret Escape (Instrumental)",161775300,明日方舟,2025-11-22T03:00:46+00:00,936541,84620,19711,22611,8867,4405,2893,https://www.bilibili.com/video/BV19WUnBTEBo,official_public_aggregate,exact_api,2026-09-02T18:55:06.385752+08:00,286.6787442446875,music_ep,,2025,3266.8658517655526,203919.0,0.2177363297495785,0.0788006077683732,0.007792504545983571,21.493624772313296,74.68123861566485,78.87067395264117,54.66302367941712,娜斯提,campaign_window,0.6072,-10.9988,14,14
BV1AY411A7jB,《明日方舟》EP - Bluish Light,"5月3日 Bluish Light正式上架塞壬唱片官网及网易云音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/779427

【专辑介绍】
那叶扁舟，承载了微小锃亮的梦想。
它是《Bluish Light》，是一抹汪洋。

【歌曲列表】
Bluish Light",161775300,明日方舟,2022-05-03T03:00:28+00:00,4034535,209191,126369,112044,42573,17978,4501,https://www.bilibili.com/video/BV1AY411A7jB,official_public_aggregate,exact_api,2026-09-02T18:57:46.935424+08:00,1585.6789525780207,music_ep,,2022,2544.3580451393345,842953.5,0.20893448687395202,0.09741643088980514,0.005571645803047935,91.98542805100182,68.48816029143899,75.22768670309654,79.90892531876139,归溟幽灵鲨,campaign_window,0.8214,4.9999,14,14
BV1ZY4y1t7Rp,《明日方舟》EP - Rapier,"5月2日 Rapier正式上架塞壬唱片官网及网易云音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/048734

【专辑介绍】
走向前方吧，守卫律法的战士，
提灯将照穿浓雾，细剑会刺破阴影。
《Rapier》——为了伊比利亚的洁净与德行。

【歌曲列表】
Rapier",161775300,明日方舟,2022-05-02T03:00:00+00:00,1517837,113973,36133,32149,4092,12410,3930,https://www.bilibili.com/video/BV1ZY4y1t7Rp,official_public_aggregate,exact_api,2026-09-02T18:57:29.059707+08:00,1586.6792766520946,music_ep,,2022,956.6123553353817,283393.0,0.18670845420160398,0.06886312561889056,0.010765319332708322,46.26593806921676,26.59380692167577,55.009107468123865,42.98724954462659,归溟幽灵鲨,campaign_window,0.8572,3.9995,14,14
BV1QA4y1D7x8,《明日方舟》EP - Awaken,"5月1日 Awaken正式上架塞壬唱片官网及网易云音乐等平台

塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/461182

【专辑介绍】
她拥抱礁石，连同潮汐。
《Awaken》。嗫嚅在海底的梦境，是否仍在沉眠？

【歌曲列表】
Awaken",161775300,明日方舟,2022-05-01T03:00:00+00:00,3939056,210240,110422,95319,26994,21576,24564,https://www.bilibili.com/video/BV1QA4y1D7x8,official_public_aggregate,exact_api,2026-09-02T18:57:29.059707+08:00,1587.6792766520946,music_ep,,2022,2481.0149366603837,747350.0,0.18972819883748795,0.08328239050168365,0.011713466373669225,91.43897996357013,67.57741347905282,58.46994535519126,74.38979963570128,归溟幽灵鲨,campaign_window,0.8929,2.9995,14,14
BV1w44y1371Y,《明日方舟》限定干员「归溟幽灵鲨」前瞻PV,祝你在梦中也能保持清醒。,161775300,明日方舟,2022-04-28T03:00:39+00:00,2272141,151274,60008,28417,25728,12643,19227,https://www.bilibili.com/video/BV1w44y1371Y,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,1590.6788252632057,operator_pv,归溟幽灵鲨,2022,1428.4096600229996,433886.0,0.19095909980938683,0.06274698621256339,0.014026418254853021,70.85610200364299,44.990892531876135,59.56284153005464,59.70856102003643,归溟幽灵鲨,direct_operator,1.0,0.0,14,14
BV1na411e7n9,《明日方舟》三周年前瞻特别节目录像（附字幕）,"再次感谢大家的支持，之后我们将在官方自媒体账号陆续更新《明日方舟》三周年庆典相关具体内容。
更多活动详情详见官网、游戏内及官方自媒体账号公告。",161775300,明日方舟,2022-04-27T06:30:00+00:00,1257311,97369,42506,20116,4841,5683,17474,https://www.bilibili.com/video/BV1na411e7n9,official_public_aggregate,exact_api,2026-09-02T18:57:47.698188+08:00,1591.5334433187613,other_official,,2022,789.9997359641902,254397.5,0.20233458547646524,0.06965579717349168,0.01841787751797288,35.88342440801457,18.761384335154826,69.03460837887067,40.69216757741348,归溟幽灵鲨,campaign_window,0.9695,-0.8546,14,14
BV16541117av,《明日方舟》三周年庆典声优祝福,"-特别感谢-

（以下排名不分先后）

陶典 余珊 橙璃 空无的念 
刘飞 苏婉 白灯 刘照坤
折笠富美子 丰口惠美 
小西克幸 绿川光 户松遥 
诹访彩花 中井和哉 森久保祥太郎

来自各位老师们为本次《明日方舟》三周年送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2022-04-27T06:01:48+00:00,526301,60226,10618,7757,1306,2157,4457,https://www.bilibili.com/video/BV16541117av,official_public_aggregate,exact_api,2026-09-02T18:57:46.174104+08:00,1591.5530266520946,other_official,,2022,330.68392393252424,106358.0,0.20208587861318902,0.052133664955985266,0.012566953131382992,4.918032786885246,3.096539162112933,68.6703096539162,23.49726775956284,归溟幽灵鲨,campaign_window,0.9688,-0.8742,14,14
BV1rr4y1b7sz,《明日方舟》特别映像 [莱茵生命：访问],"【请求访问】
【身份信息确认：乔伊丝·摩尔】
欢迎访问莱茵生命内部资料档案。
时代正等着你来改变。",161775300,明日方舟,2022-04-26T03:00:00+00:00,2267928,146353,56415,41780,29553,12804,4291,https://www.bilibili.com/video/BV1rr4y1b7sz,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,1592.6792766520946,animation_brand,,2022,1423.970307924969,452753.5,0.19963310122719946,0.07475016843568226,0.007537717246755629,70.67395264116576,44.626593806921676,67.21311475409836,61.821493624772316,归溟幽灵鲨,campaign_window,0.9286,-2.0005,14,14
BV1n44y1g7Xy,《明日方舟》×中国邮政 「泰拉来信」合作宣传PV,"亲爱的博士：
展信佳，愿您万事安康。
很荣幸能向您告知，明日方舟携手@中国邮政   ，推出联名礼盒“泰拉来信”，并即将于近日开启预售。
后续活动内容及最新消息，请关注明日方舟、明日方舟朝陇山、中国邮政官方的自媒体账号。
感谢您的阅读，以及一直以来的支持与关注。
顺颂 时祺",161775300,明日方舟,2022-04-25T06:30:19+00:00,1061726,115716,13724,12012,10149,5046,1286,https://www.bilibili.com/video/BV1n44y1g7Xy,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,1593.533223411354,other_pv,,2022,666.2716436668396,205847.0,0.19387958851907178,0.04511239246283881,0.005963873918506281,27.140255009107467,12.932604735883423,62.47723132969034,33.479052823315115,归溟幽灵鲨,campaign_window,0.8981,-2.8544,14,14
BV13541117Vr,《明日方舟》×光明冷饮 旗下熊小白「罗德岛假日」合作宣传PV,"您的熊小白已出现，请注意查收留言：
——兔熊雪糕将登陆泰拉。
——没有熊比我更宠你。
明日方舟携手光明冷饮 旗下熊小白品牌，推出“罗德岛假日”联名雪糕礼盒。后续活动内容及最新消息，请注意明日方舟、光明冷饮官方的自媒体账号。
感谢关注，敬请期待。",161775300,明日方舟,2022-04-25T06:00:19+00:00,775522,106357,7655,8920,6476,3966,725,https://www.bilibili.com/video/BV13541117Vr,official_public_aggregate,exact_api,2026-09-02T18:57:36.822225+08:00,1593.5540567446872,other_pv,,2022,486.66187175616534,165246.5,0.2130777721328344,0.04122513610187719,0.006048829046758184,15.664845173041893,6.0109289617486334,76.50273224043715,31.020036429872494,归溟幽灵鲨,campaign_window,0.8973,-2.8752,14,14
