bvid,title,owner_mid,published_at,view,like,coin,favorite,share,reply,danmaku,content_type,source_url,collected_at,source_type,is_simulated
BV1Fr4y1w7Ls,《明日方舟》10.25感谢庆典直播录像（附字幕）,161775300,2020-10-27T11:52:43+00:00,1851220,101949,38345,28631,7535,6013,30431,other_official,https://www.bilibili.com/video/BV1Fr4y1w7Ls,2026-09-11T22:18:06+00:00,official_public_aggregate,False
BV1Mq4y1N7zT,《可露希尔的秘密档案》13话：地狱加工站,161775300,2021-10-10T05:00:09+00:00,662742,74642,12549,8227,1612,3247,1784,other_official,https://www.bilibili.com/video/BV1Mq4y1N7zT,2026-09-11T22:18:08+00:00,official_public_aggregate,False
BV1nB4y1T71c,《可露希尔的秘密档案》06话：基建第一站——制造站,161775300,2021-07-04T05:00:14+00:00,1199430,107624,25099,13040,2727,18014,3138,other_official,https://www.bilibili.com/video/BV1nB4y1T71c,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1sv411V7CX,《可露希尔的秘密档案》04话：可露希尔的商店！,161775300,2021-06-06T05:00:10+00:00,1485863,142488,52090,21124,6416,5504,7553,other_official,https://www.bilibili.com/video/BV1sv411V7CX,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1Z3411C7yB,《可露希尔的秘密档案》14话：24小时营业的人力资源办公室,161775300,2021-10-24T05:00:09+00:00,608166,66432,10610,6866,1014,4613,1614,other_official,https://www.bilibili.com/video/BV1Z3411C7yB,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1E3411q7nU,《可露希尔的秘密档案》11话：来宿舍休息一下吧,161775300,2021-09-12T05:00:02+00:00,745409,77259,12079,7978,1330,5140,1619,other_official,https://www.bilibili.com/video/BV1E3411q7nU,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1rv411p7Bw,《可露希尔的秘密档案》05话：可露希尔的采购推荐！,161775300,2021-06-20T05:00:05+00:00,1306049,125603,38547,16453,3544,7788,4844,other_official,https://www.bilibili.com/video/BV1rv411p7Bw,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1ah411B7J5,《可露希尔的秘密档案》09话：罗德岛心脏——控制中枢①,161775300,2021-08-15T05:00:12+00:00,996155,88203,13706,9189,1677,19835,4466,other_official,https://www.bilibili.com/video/BV1ah411B7J5,2026-09-11T22:18:08+00:00,official_public_aggregate,False
BV15q4y1E7tE,《可露希尔的秘密档案》03话：可露希尔的罗德岛导览！,161775300,2021-05-23T05:00:08+00:00,1365668,140725,49123,21118,5263,3534,4581,other_official,https://www.bilibili.com/video/BV15q4y1E7tE,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1tQ4y1Z7qA,《可露希尔的秘密档案》01话：可露希尔的自我介绍！,161775300,2021-04-25T05:00:01+00:00,1992839,187888,69219,39930,13004,5352,3550,other_official,https://www.bilibili.com/video/BV1tQ4y1Z7qA,2026-09-11T22:18:08+00:00,official_public_aggregate,False
BV1Xf4y1L7rF,《可露希尔的秘密档案》07话：非常看重共事者的贸易站！,161775300,2021-07-18T05:00:17+00:00,1041396,111215,25262,13174,3138,6667,4190,other_official,https://www.bilibili.com/video/BV1Xf4y1L7rF,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1ug41177sb,《可露希尔的秘密档案》08话：重要设施发电站！,161775300,2021-08-01T05:00:04+00:00,1379236,95300,15533,9514,2332,46819,8008,other_official,https://www.bilibili.com/video/BV1ug41177sb,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1NV411E7Q3,《可露希尔的秘密档案》02话：可露希尔和博士！,161775300,2021-05-09T05:00:05+00:00,1725941,184677,72617,31722,9135,9386,7192,other_official,https://www.bilibili.com/video/BV1NV411E7Q3,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1SR4y1E797,《可露希尔的秘密档案》15话：训练室，练起来！,161775300,2021-11-07T05:00:02+00:00,647954,70695,11598,7560,1063,2813,1717,other_official,https://www.bilibili.com/video/BV1SR4y1E797,2026-09-11T22:18:12+00:00,official_public_aggregate,False
BV1My4y1G7PP,《可露希尔的秘密档案》10话：罗德岛心脏——控制中枢②,161775300,2021-08-29T05:00:04+00:00,925129,81290,13203,8876,1760,26192,2650,other_official,https://www.bilibili.com/video/BV1My4y1G7PP,2026-09-11T22:18:08+00:00,official_public_aggregate,False
